type,freq_tar,range_tar,likelihood,effect,word,category,subcategory
kai,48688,537,695.601,0,,,
theres,48579,727,694.044,0,,,
around,47986,732,685.57,0,AROUND,ADVERBS,ADV.ALL
ni,47804,731,682.97,0,NI,NOUNS,NOUN.SUBSTANCE
yn,47764,726,682.398,0,,,
face,47624,732,680.398,0,FACE,NOUNS,NOUN.ACT
sounds,47620,730,680.341,0,,,
wanted,47473,735,678.241,0,WANTED,ADJECTIVES,ADJ.ALL
lets,47266,730,675.283,0,,,
making,47231,732,674.783,0,MAKING,NOUNS,NOUN.ACT
online,47211,731,674.497,0,,,
games,47037,726,672.011,0,,,
afk,46923,720,670.382,0,,,
speak,46693,733,667.096,0,SPEAK,VERBS,VERB.COMMUNICATION
channel,46559,729,665.181,0,CHANNEL,NOUNS,NOUN.ACT
uwu,46509,719,664.466,0,,,
wont,46260,732,660.909,0,WONT,NOUNS,NOUN.ACT
ty,45820,729,654.622,0,,,
dms,45816,729,654.565,0,,,
hmmm,45749,727,653.607,0,,,
almost,45730,732,653.336,0,ALMOST,ADVERBS,ADV.ALL
ima,45654,724,652.25,0,,,
break,45591,730,651.35,0,BREAK,NOUNS,NOUN.ACT
question,45164,729,645.249,0,QUESTION,NOUNS,NOUN.ATTRIBUTE
pic,45024,726,643.248,0,PIC,NOUNS,NOUN.ARTIFACT
means,44985,733,642.691,0,MEANS,NOUNS,NOUN.ACT
ball,44770,724,639.619,0,BALL,NOUNS,NOUN.ACT
miss,44738,728,639.162,0,MISS,NOUNS,NOUN.EVENT
tired,44492,730,635.647,0,TIRED,ADJECTIVES,ADJ.ALL
hn,44367,730,633.861,0,HN,NOUNS,NOUN.SUBSTANCE
enough,44344,731,633.532,0,ENOUGH,ADJECTIVES,ADJ.ALL
watched,44163,730,630.946,0,,,
thatn,44065,729,629.546,0,,,
everything,43988,734,628.446,0,,,
bob,43980,692,628.331,0,BOB,NOUNS,NOUN.ACT
class,43930,728,627.617,0,CLASS,NOUNS,NOUN.ACT
forgot,43581,728,622.63,0,,,
post,43324,724,618.958,0,POST,NOUNS,NOUN.ACT
world,43237,729,617.715,0,WORLD,ADJECTIVES,ADJ.ALL
bed,43212,728,617.358,0,BED,NOUNS,NOUN.ARTIFACT
baby,43142,727,616.358,0,BABY,NOUNS,NOUN.ACT
without,42870,729,612.472,0,,,
lvl,42547,721,607.856,0,,,
add,42529,731,607.599,0,ADD,NOUNS,NOUN.STATE
joke,42455,730,606.542,0,JOKE,NOUNS,NOUN.ACT
ago,42099,733,601.455,0,AGO,ADJECTIVES,ADJ.ALL
home,41876,728,598.269,0,HOME,ADJECTIVES,ADJ.PERT
bored,41821,725,597.483,0,BORED,ADJECTIVES,ADJ.ALL
kids,41681,727,595.483,0,,,
th,41674,727,595.383,0,TH,NOUNS,NOUN.SUBSTANCE
message,41575,729,593.968,0,MESSAGE,NOUNS,NOUN.COMMUNICATION
soon,41378,733,591.154,0,SOON,ADVERBS,ADV.ALL
reason,41252,729,589.353,0,REASON,NOUNS,NOUN.COGNITION
whole,40861,732,583.767,0,WHOLE,ADJECTIVES,ADJ.ALL
may,40840,731,583.467,0,MAY,NOUNS,NOUN.PLANT
mind,40836,731,583.41,0,MIND,NOUNS,NOUN.COGNITION
okn,40756,730,582.267,0,,,
least,40596,733,579.98,0,LEAST,ADJECTIVES,ADJ.ALL
age,40496,729,578.552,0,AGE,NOUNS,NOUN.ATTRIBUTE
chill,40480,729,578.323,0,CHILL,ADJECTIVES,ADJ.ALL
ohn,40450,727,577.894,0,,,
different,40399,732,577.166,0,DIFFERENT,ADJECTIVES,ADJ.ALL
milk,40374,724,576.809,0,MILK,NOUNS,NOUN.BODY
tried,40355,731,576.537,0,TRIED,ADJECTIVES,ADJ.ALL
gets,40317,729,575.994,0,,,
active,40226,726,574.694,0,ACTIVE,ADJECTIVES,ADJ.ALL
kind,40217,732,574.565,0,KIND,ADJECTIVES,ADJ.ALL
smh,40114,724,573.094,0,,,
rip,40069,728,572.451,0,RIP,NOUNS,NOUN.ACT
end,40058,731,572.294,0,END,NOUNS,NOUN.ACT
marry,40024,718,571.808,0,MARRY,VERBS,VERB.SOCIAL
havent,39779,731,568.307,0,,,
eh,39753,726,567.936,0,,,
using,39643,728,566.364,0,USING,NOUNS,NOUN.ACT
whos,39577,724,565.421,0,,,
tbh,39380,731,562.606,0,,,
drink,39302,729,561.492,0,DRINK,NOUNS,NOUN.ACT
anyways,39199,727,560.02,0,,,
later,38986,729,556.977,0,LATER,ADJECTIVES,ADJ.ALL
mods,38920,723,556.034,0,MODS,NOUNS,NOUN.GROUP
found,38874,732,555.377,0,FOUND,ADJECTIVES,ADJ.ALL
came,38801,732,554.334,0,,,
kid,38743,727,553.505,0,KID,NOUNS,NOUN.ANIMAL
asked,38707,729,552.991,0,,,
heren,38632,729,551.919,0,,,
part,38575,728,551.105,0,PART,ADVERBS,ADV.ALL
bet,38535,728,550.533,0,BET,NOUNS,NOUN.ACT
woah,38481,723,549.762,0,,,
nico,38381,537,548.333,0,,,
looking,38336,728,547.69,0,LOOKING,ADJECTIVES,ADJ.ALL
asking,38330,729,547.604,0,ASKING,ADJECTIVES,ADJ.ALL
point,38268,731,546.718,0,POINT,NOUNS,NOUN.ARTIFACT
pain,38058,731,543.718,0,PAIN,NOUNS,NOUN.COGNITION
muted,37823,723,540.36,0,MUTED,ADJECTIVES,ADJ.ALL
video,37691,728,538.474,0,VIDEO,NOUNS,NOUN.ARTIFACT
minecraft,37650,725,537.888,0,,,
lost,37559,729,536.588,0,LOST,ADJECTIVES,ADJ.ALL
nown,37455,730,535.102,0,,,
fight,37305,725,532.959,0,FIGHT,NOUNS,NOUN.ACT
ew,37283,721,532.645,0,EW,NOUNS,NOUN.ACT
high,37261,729,532.33,0,HIGH,ADJECTIVES,ADJ.ALL
anymore,36890,732,527.03,0,ANYMORE,ADVERBS,ADV.ALL
sent,36875,726,526.815,0,SENT,ADJECTIVES,ADJ.ALL
john,36763,685,525.215,0,JOHN,NOUNS,NOUN.ARTIFACT
understand,36719,733,524.586,0,UNDERSTAND,VERBS,VERB.COGNITION
hair,36569,728,522.443,0,HAIR,NOUNS,NOUN.ANIMAL
place,36350,731,519.314,0,PLACE,NOUNS,NOUN.ACT
birthday,36320,727,518.886,0,BIRTHDAY,NOUNS,NOUN.TIME
hbu,36232,721,517.628,0,,,
joined,36094,727,515.657,0,JOINED,ADJECTIVES,ADJ.ALL
hit,36056,727,515.114,0,HIT,NOUNS,NOUN.ACT
kill,36010,729,514.456,0,KILL,NOUNS,NOUN.ACT
close,36004,728,514.371,0,CLOSE,ADJECTIVES,ADJ.ALL
sometimes,35912,729,513.056,0,SOMETIMES,ADVERBS,ADV.ALL
dog,35690,727,509.884,0,DOG,NOUNS,NOUN.ANIMAL
gone,35627,731,508.984,0,GONE,ADJECTIVES,ADJ.ALL
gg,35546,715,507.827,0,,,
shes,35515,728,507.384,0,,,
rank,35510,722,507.313,0,RANK,ADJECTIVES,ADJ.ALL
aight,35378,726,505.427,0,,,
daddy,35206,720,502.969,0,DADDY,NOUNS,NOUN.PERSON
gang,35012,718,500.197,0,GANG,NOUNS,NOUN.ARTIFACT
started,34997,729,499.983,0,,,
played,34980,728,499.74,0,PLAYED,ADJECTIVES,ADJ.PPL
cry,34923,730,498.926,0,CRY,NOUNS,NOUN.COMMUNICATION
believe,34901,730,498.611,0,BELIEVE,VERBS,VERB.COGNITION
movie,34836,726,497.683,0,MOVIE,NOUNS,NOUN.COMMUNICATION
wdym,34755,728,496.525,0,,,
hin,34753,722,496.497,0,HIN,NOUNS,NOUN.QUANTITY
sup,34742,720,496.34,0,SUP,NOUNS,NOUN.FOOD
either,34689,731,495.582,0,EITHER,ADVERBS,ADV.ALL
whatn,34646,727,494.968,0,,,
late,34531,731,493.325,0,LATE,ADJECTIVES,ADJ.ALL
emote,34419,721,491.725,0,EMOTE,VERBS,VERB.EMOTION
gay,34357,720,490.839,0,GAY,ADJECTIVES,ADJ.ALL
gotmilk,34275,51,489.667,0,,,
allowed,34215,728,488.81,0,,,
house,34206,730,488.682,0,HOUSE,NOUNS,NOUN.ACT
took,33995,729,485.667,0,,,
um,33949,727,485.01,0,,,
goodn,33834,729,483.367,0,,,
yay,33788,726,482.709,0,YAY,NOUNS,NOUN.COMMUNICATION
mad,33773,728,482.495,0,MAD,ADJECTIVES,ADJ.ALL
sing,33764,724,482.366,0,SING,VERBS,VERB.COMMUNICATION
aint,33746,727,482.109,0,,,
riley,33570,217,479.595,0,RILEY,NOUNS,NOUN.PERSON
son,33269,726,475.294,0,SON,NOUNS,NOUN.PERSON
hiii,33255,723,475.094,0,,,
messages,33237,727,474.837,0,,,
servers,32986,724,471.251,0,,,
oop,32918,716,470.279,0,,,
meant,32831,728,469.036,0,,,
week,32484,730,464.079,0,WEEK,NOUNS,NOUN.TIME
job,32422,729,463.193,0,JOB,NOUNS,NOUN.ACT
pm,32398,724,462.85,0,PM,ADJECTIVES,ADJ.ALL
id,32289,729,461.292,0,ID,NOUNS,NOUN.COGNITION
nope,32093,725,458.492,0,,,
half,31894,729,455.649,0,HALF,ADJECTIVES,ADJ.ALL
nvm,31862,730,455.192,0,,,
pay,31831,726,454.749,0,PAY,NOUNS,NOUN.POSSESSION
hai,31765,716,453.806,0,,,
kn,31691,726,452.749,0,,,
account,31684,723,452.649,0,ACCOUNT,NOUNS,NOUN.ATTRIBUTE
pc,31635,726,451.948,0,PC,NOUNS,NOUN.ARTIFACT
jk,31624,724,451.791,0,,,
topic,31568,725,450.991,0,TOPIC,NOUNS,NOUN.COGNITION
gave,31415,731,448.805,0,,,
arent,31399,729,448.577,0,,,
dark,31373,725,448.205,0,DARK,ADJECTIVES,ADJ.ALL
must,31147,730,444.976,0,MUST,ADJECTIVES,ADJ.ALL
die,31115,728,444.519,0,DIE,NOUNS,NOUN.ARTIFACT
meme,30660,723,438.018,0,MEME,NOUNS,NOUN.COGNITION
red,30638,727,437.704,0,RED,ADJECTIVES,ADJ.ALL
brother,30605,730,437.233,0,BROTHER,NOUNS,NOUN.PERSON
honestly,30495,730,435.661,0,HONESTLY,ADVERBS,ADV.ALL
nii,30328,384,433.275,0,,,
eyes,30190,728,431.303,0,EYES,NOUNS,NOUN.COGNITION
normal,30135,730,430.517,0,NORMAL,ADJECTIVES,ADJ.ALL
pics,30131,726,430.46,0,,,
ooo,30084,725,429.789,0,,,
mhm,29960,727,428.017,0,,,
toon,29756,728,425.103,0,,,
google,29708,727,424.417,0,,,
cya,29685,719,424.088,0,,,
eating,29677,728,423.974,0,EATING,NOUNS,NOUN.ACT
fast,29652,729,423.617,0,FAST,ADJECTIVES,ADJ.ALL
open,29586,727,422.674,0,OPEN,ADJECTIVES,ADJ.ALL
second,29584,728,422.645,0,SECOND,ADJECTIVES,ADJ.ALL
full,29533,730,421.917,0,FULL,ADJECTIVES,ADJ.ALL
angie,29492,275,421.331,0,,,
become,29438,728,420.559,0,BECOME,VERBS,VERB.CHANGE
thon,29414,724,420.216,0,,,
wasnt,29324,726,418.93,0,,,
white,29195,725,417.087,0,WHITE,ADJECTIVES,ADJ.ALL
papa,29161,640,416.602,0,PAPA,NOUNS,NOUN.PERSON
ones,29106,730,415.816,0,,,
random,29090,727,415.587,0,RANDOM,ADJECTIVES,ADJ.ALL
room,29082,730,415.473,0,ROOM,NOUNS,NOUN.ARTIFACT
art,29062,728,415.187,0,ART,NOUNS,NOUN.ACT
anyway,29040,726,414.873,0,ANYWAY,ADVERBS,ADV.ALL
problem,28997,729,414.259,0,PROBLEM,NOUNS,NOUN.COGNITION
sleeping,28988,724,414.13,0,SLEEPING,ADJECTIVES,ADJ.ALL
run,28984,728,414.073,0,RUN,NOUNS,NOUN.ACT
parents,28920,733,413.158,0,,,
roblox,28905,719,412.944,0,,,
beat,28859,728,412.287,0,BEAT,ADJECTIVES,ADJ.ALL
hows,28833,725,411.915,0,,,
family,28805,728,411.515,0,FAMILY,NOUNS,NOUN.GROUP
ily,28733,715,410.487,0,,,
top,28684,730,409.787,0,TOP,ADJECTIVES,ADJ.ALL
color,28607,725,408.687,0,COLOR,ADJECTIVES,ADJ.ALL
turn,28458,729,406.558,0,TURN,NOUNS,NOUN.ACT
wbu,28426,719,406.101,0,,,
super,28405,732,405.801,0,SUPER,ADJECTIVES,ADJ.ALL
wat,28375,725,405.372,0,,,
lmfao,28111,726,401.6,0,,,
changed,27988,728,399.843,0,CHANGED,ADJECTIVES,ADJ.ALL
died,27966,728,399.528,0,,,
tea,27878,727,398.271,0,TEA,NOUNS,NOUN.FOOD
em,27840,729,397.728,0,EM,NOUNS,NOUN.QUANTITY
hii,27811,723,397.314,0,,,
gf,27711,726,395.885,0,,,
hold,27678,726,395.414,0,HOLD,NOUNS,NOUN.ACT
lemme,27660,729,395.157,0,,,
liken,27592,728,394.185,0,LIKEN,VERBS,VERB.COGNITION
mc,27422,723,391.756,0,MC,NOUNS,NOUN.TIME
month,27416,730,391.671,0,MONTH,NOUNS,NOUN.TIME
months,27409,729,391.571,0,,,
welp,27395,726,391.371,0,,,
amazing,27394,729,391.356,0,AMAZING,ADJECTIVES,ADJ.ALL
move,27376,728,391.099,0,MOVE,NOUNS,NOUN.ACT
blue,27329,725,390.428,0,BLUE,ADJECTIVES,ADJ.ALL
idea,27264,729,389.499,0,IDEA,NOUNS,NOUN.COGNITION
listening,27251,727,389.313,0,LISTENING,ADJECTIVES,ADJ.ALL
heart,27232,728,389.042,0,HEART,NOUNS,NOUN.ARTIFACT
ikr,27214,723,388.785,0,,,
epic,27199,716,388.57,0,EPIC,ADJECTIVES,ADJ.PERT
knows,27186,729,388.385,0,,,
scared,27166,731,388.099,0,SCARED,ADJECTIVES,ADJ.ALL
owner,26916,719,384.527,0,OWNER,NOUNS,NOUN.PERSON
words,26883,730,384.056,0,WORDS,NOUNS,NOUN.COMMUNICATION
yesterday,26868,730,383.841,0,YESTERDAY,ADVERBS,ADV.ALL
pizza,26865,720,383.798,0,PIZZA,NOUNS,NOUN.FOOD
nobody,26807,728,382.97,0,NOBODY,NOUNS,NOUN.PERSON
yep,26738,728,381.984,0,,,
unless,26701,728,381.455,0,,,
broke,26691,729,381.312,0,BROKE,ADJECTIVES,ADJ.ALL
coming,26673,727,381.055,0,COMING,ADJECTIVES,ADJ.ALL
light,26650,727,380.727,0,LIGHT,ADJECTIVES,ADJ.ALL
tomorrow,26635,730,380.512,0,TOMORROW,ADVERBS,ADV.ALL
hour,26632,728,380.469,0,HOUR,NOUNS,NOUN.ATTRIBUTE
working,26631,727,380.455,0,WORKING,ADJECTIVES,ADJ.ALL
yeahn,26567,727,379.541,0,,,
brain,26534,727,379.069,0,BRAIN,NOUNS,NOUN.BODY
thinking,26460,729,378.012,0,THINKING,ADJECTIVES,ADJ.ALL
mn,26413,723,377.341,0,MN,NOUNS,NOUN.LOCATION
link,26410,726,377.298,0,LINK,NOUNS,NOUN.ARTIFACT
emotes,26410,717,377.298,0,,,
favorite,26341,726,376.312,0,FAVORITE,ADJECTIVES,ADJ.ALL
minutes,26335,730,376.226,0,MINUTES,NOUNS,NOUN.COMMUNICATION
finally,26328,729,376.126,0,FINALLY,ADVERBS,ADV.ALL
country,26321,724,376.026,0,COUNTRY,NOUNS,NOUN.GROUP
pinged,26256,721,375.098,0,,,
basically,26248,729,374.983,0,BASICALLY,ADVERBS,ADV.ALL
feeling,26237,729,374.826,0,FEELING,NOUNS,NOUN.TOPS
st,26193,725,374.197,0,,,
da,26098,724,372.84,0,DA,NOUNS,NOUN.PERSON
usually,26081,727,372.597,0,USUALLY,ADVERBS,ADV.ALL
instead,26017,728,371.683,0,INSTEAD,ADVERBS,ADV.ALL
upn,26013,729,371.626,0,,,
supposed,25995,727,371.369,0,SUPPOSED,ADJECTIVES,ADJ.ALL
woke,25978,724,371.126,0,,,
glad,25959,728,370.854,0,GLAD,ADJECTIVES,ADJ.ALL
hand,25959,728,370.854,0,HAND,NOUNS,NOUN.ACT
able,25952,731,370.754,0,ABLE,ADJECTIVES,ADJ.ALL
ln,25872,723,369.611,0,,,
wut,25840,716,369.154,0,,,
pn,25766,725,368.097,0,,,
far,25737,729,367.683,0,FAR,ADJECTIVES,ADJ.ALL
meet,25664,727,366.64,0,MEET,ADJECTIVES,ADJ.ALL
pp,25637,714,366.254,0,,,
wn,25592,724,365.611,0,,,
cold,25566,726,365.24,0,COLD,ADJECTIVES,ADJ.ALL
ngl,25540,728,364.868,0,,,
body,25463,728,363.768,0,BODY,NOUNS,NOUN.ARTIFACT
exactly,25358,727,362.268,0,EXACTLY,ADVERBS,ADV.ALL
goes,25309,729,361.568,0,,,
boi,25292,724,361.325,0,,,
swear,25270,727,361.011,0,SWEAR,VERBS,VERB.COGNITION
test,25211,729,360.168,0,TEST,NOUNS,NOUN.ACT
child,25153,727,359.339,0,CHILD,NOUNS,NOUN.PERSON
members,25152,721,359.325,0,,,
short,25102,726,358.61,0,SHORT,ADJECTIVES,ADJ.ALL
sister,25026,725,357.525,0,SISTER,NOUNS,NOUN.PERSON
date,25024,724,357.496,0,DATE,NOUNS,NOUN.FOOD
aaron,24982,281,356.896,0,AARON,NOUNS,NOUN.PERSON
learn,24955,729,356.51,0,LEARN,VERBS,VERB.COGNITION
admin,24898,722,355.696,0,,,
profile,24853,722,355.053,0,PROFILE,NOUNS,NOUN.COMMUNICATION
weeb,24800,712,354.296,0,,,
story,24676,728,352.524,0,STORY,NOUNS,NOUN.ARTIFACT
poke,24655,637,352.224,0,POKE,NOUNS,NOUN.ACT
among,24640,662,352.01,0,,,
bruhn,24602,722,351.467,0,,,
ow,24569,723,350.995,0,,,
chan,24528,697,350.41,0,,,
pick,24469,727,349.567,0,PICK,NOUNS,NOUN.ACT
star,24445,723,349.224,0,STAR,ADJECTIVES,ADJ.ALL
number,24444,724,349.21,0,NUMBER,NOUNS,NOUN.ARTIFACT
female,24437,725,349.11,0,FEMALE,ADJECTIVES,ADJ.ALL
likes,24408,728,348.695,0,,,
loli,24408,631,348.695,0,,,
irl,24361,727,348.024,0,,,
self,24331,733,347.595,0,SELF,ADJECTIVES,ADJ.PERT
april,24303,693,347.195,0,APRIL,NOUNS,NOUN.TIME
alone,24296,728,347.095,0,ALONE,ADJECTIVES,ADJ.ALL
win,24273,723,346.766,0,WIN,NOUNS,NOUN.EVENT
known,24265,727,346.652,0,KNOWN,ADJECTIVES,ADJ.ALL
hurt,24195,727,345.652,0,HURT,ADJECTIVES,ADJ.ALL
answer,24179,725,345.424,0,ANSWER,NOUNS,NOUN.ACT
tofuuu,24175,60,345.366,0,,,
nooo,24123,725,344.623,0,,,
goodnight,24122,720,344.609,0,,,
oi,24070,720,343.866,0,,,
matter,24040,728,343.438,0,MATTER,NOUNS,NOUN.TOPS
usagi,24029,127,343.28,0,,,
ice,24025,723,343.223,0,ICE,NOUNS,NOUN.ARTIFACT
whatever,23994,730,342.78,0,WHATEVER,ADJECTIVES,ADJ.ALL
death,23847,729,340.68,0,DEATH,NOUNS,NOUN.ACT
cutie,23821,707,340.309,0,,,
nsfw,23801,716,340.023,0,,,
cherry,23765,602,339.509,0,CHERRY,ADJECTIVES,ADJ.ALL
luck,23728,727,338.98,0,LUCK,NOUNS,NOUN.PHENOMENON
congrats,23718,720,338.837,0,,,
forget,23688,727,338.409,0,FORGET,VERBS,VERB.COGNITION
wake,23642,727,337.751,0,WAKE,NOUNS,NOUN.ACT
yoshino,23620,61,337.437,0,,,
oo,23618,724,337.409,0,,,
wtf,23595,725,337.08,0,,,
taking,23517,730,335.966,0,TAKING,ADJECTIVES,ADJ.ALL
small,23510,731,335.866,0,SMALL,ADJECTIVES,ADJ.ALL
waitn,23495,724,335.651,0,,,
ohhh,23487,728,335.537,0,,,
uhh,23450,727,335.008,0,,,
wha,23347,721,333.537,0,,,
waiting,23344,729,333.494,0,WAITING,ADJECTIVES,ADJ.ALL
bread,23341,720,333.451,0,BREAD,NOUNS,NOUN.FOOD
general,23323,728,333.194,0,GENERAL,ADJECTIVES,ADJ.ALL
needs,23310,728,333.008,0,NEEDS,ADVERBS,ADV.ALL
alive,23297,731,332.823,0,ALIVE,ADJECTIVES,ADJ.ALL
bonk,23281,520,332.594,0,BONK,VERBS,VERB.CONTACT
custom,23280,709,332.58,0,CUSTOM,ADJECTIVES,ADJ.ALL
nickname,23218,717,331.694,0,NICKNAME,NOUNS,NOUN.COMMUNICATION
ig,23195,729,331.365,0,IG,NOUNS,NOUN.SUBSTANCE
slow,23180,727,331.151,0,SLOW,ADJECTIVES,ADJ.ALL
picture,23158,724,330.837,0,PICTURE,NOUNS,NOUN.ARTIFACT
toxic,23133,723,330.479,0,TOXIC,ADJECTIVES,ADJ.ALL
fact,23125,727,330.365,0,FACT,NOUNS,NOUN.COGNITION
bout,23049,725,329.279,0,BOUT,NOUNS,NOUN.ACT
aww,22977,722,328.251,0,,,
qt,22885,661,326.936,0,,,
car,22835,725,326.222,0,CAR,NOUNS,NOUN.ARTIFACT
jesus,22800,722,325.722,0,JESUS,NOUNS,NOUN.PERSON
uhhh,22747,724,324.965,0,,,
fortnite,22611,709,323.022,0,,,
bots,22576,722,322.522,0,,,
till,22573,728,322.479,0,TILL,NOUNS,NOUN.ARTIFACT
teacher,22532,729,321.893,0,TEACHER,NOUNS,NOUN.COGNITION
knew,22515,728,321.65,0,,,
fn,22482,724,321.179,0,,,
deletedchannel,22411,596,320.164,0,,,
chicken,22363,725,319.479,0,CHICKEN,ADJECTIVES,ADJ.ALL
ayo,22297,688,318.536,0,,,
easy,22275,731,318.221,0,EASY,ADJECTIVES,ADJ.ALL
king,22246,721,317.807,0,KING,NOUNS,NOUN.ARTIFACT
happen,22146,727,316.378,0,HAPPEN,VERBS,VERB.CHANGE
wonder,22095,726,315.65,0,WONDER,NOUNS,NOUN.COGNITION
fan,22068,724,315.264,0,FAN,NOUNS,NOUN.ARTIFACT
human,21991,726,314.164,0,HUMAN,ADJECTIVES,ADJ.PERT
member,21987,722,314.107,0,MEMBER,NOUNS,NOUN.BODY
language,21971,725,313.878,0,LANGUAGE,NOUNS,NOUN.COGNITION
tall,21939,721,313.421,0,TALL,ADJECTIVES,ADJ.ALL
tryna,21914,722,313.064,0,,,
typing,21893,726,312.764,0,TYPING,NOUNS,NOUN.COMMUNICATION
avatar,21882,702,312.607,0,AVATAR,NOUNS,NOUN.PERSON
spamming,21808,718,311.549,0,,,
worry,21804,729,311.492,0,WORRY,NOUNS,NOUN.COGNITION
fake,21762,728,310.892,0,FAKE,ADJECTIVES,ADJ.ALL
single,21730,726,310.435,0,SINGLE,ADJECTIVES,ADJ.ALL
missed,21707,722,310.107,0,MISSED,ADJECTIVES,ADJ.ALL
calling,21628,723,308.978,0,CALLING,NOUNS,NOUN.ACT
pog,21618,689,308.835,0,,,
angel,21557,701,307.964,0,ANGEL,NOUNS,NOUN.OBJECT
ha,21533,722,307.621,0,HA,NOUNS,NOUN.SHAPE
servern,21473,720,306.763,0,,,
rest,21420,728,306.006,0,REST,NOUNS,NOUN.ACT
hehe,21391,727,305.592,0,,,
coffee,21271,723,303.878,0,COFFEE,NOUNS,NOUN.ATTRIBUTE
abt,21268,709,303.835,0,,,
jack,21255,691,303.649,0,JACK,NOUNS,NOUN.ANIMAL
league,21213,714,303.049,0,LEAGUE,NOUNS,NOUN.GROUP
songs,21196,725,302.806,0,,,
season,21163,719,302.335,0,SEASON,NOUNS,NOUN.TIME
ofc,21104,730,301.492,0,,,
nicen,21033,725,300.477,0,,,
deleted,20967,729,299.534,0,,,
confused,20957,725,299.391,0,CONFUSED,ADJECTIVES,ADJ.ALL
furry,20957,711,299.391,0,FURRY,ADJECTIVES,ADJ.ALL
married,20951,716,299.306,0,MARRIED,ADJECTIVES,ADJ.PERT
seems,20947,727,299.249,0,,,
delete,20929,723,298.991,0,DELETE,VERBS,VERB.CHANGE
straight,20884,726,298.349,0,STRAIGHT,ADJECTIVES,ADJ.ALL
less,20790,729,297.006,0,LESS,ADJECTIVES,ADJ.ALL
side,20769,728,296.706,0,SIDE,ADJECTIVES,ADJ.ALL
happening,20694,731,295.634,0,HAPPENING,ADJECTIVES,ADJ.ALL
moon,20670,714,295.291,0,MOON,NOUNS,NOUN.OBJECT
agree,20609,728,294.42,0,AGREE,VERBS,VERB.COMMUNICATION
dating,20584,722,294.063,0,DATING,NOUNS,NOUN.ACT
japanese,20558,719,293.691,0,JAPANESE,ADJECTIVES,ADJ.PERT
xd,20530,717,293.291,0,,,
ded,20521,721,293.163,0,DED,NOUNS,NOUN.COMMUNICATION
koya,20512,113,293.034,0,,,
text,20497,724,292.82,0,TEXT,NOUNS,NOUN.COMMUNICATION
theyre,20493,727,292.762,0,,,
hands,20486,726,292.662,0,HANDS,NOUNS,NOUN.ACT
women,20434,720,291.92,0,,,
vergil,20410,70,291.577,0,VERGIL,NOUNS,NOUN.PERSON
aw,20347,724,290.677,0,,,
dw,20285,725,289.791,0,,,
works,20228,726,288.977,0,WORKS,NOUNS,NOUN.ACT
mode,20197,722,288.534,0,MODE,NOUNS,NOUN.ATTRIBUTE
legit,20179,722,288.276,0,,,
cheese,20121,718,287.448,0,CHEESE,NOUNS,NOUN.FOOD
ahh,20111,727,287.305,0,,,
comes,20099,731,287.134,0,,,
dang,20076,724,286.805,0,,,
manga,20076,698,286.805,0,,,
french,20068,724,286.691,0,FRENCH,ADJECTIVES,ADJ.PERT
dream,20031,725,286.162,0,DREAM,NOUNS,NOUN.COGNITION
cookie,19953,718,285.048,0,COOKIE,NOUNS,NOUN.COMMUNICATION
math,19911,726,284.448,0,MATH,NOUNS,NOUN.COGNITION
ohh,19879,723,283.99,0,,,
sense,19848,729,283.548,0,SENSE,NOUNS,NOUN.COGNITION
nani,19841,696,283.448,0,,,
together,19811,725,283.019,0,TOGETHER,ADJECTIVES,ADJ.ALL
internet,19804,727,282.919,0,INTERNET,NOUNS,NOUN.ARTIFACT
finished,19787,727,282.676,0,FINISHED,ADJECTIVES,ADJ.ALL
power,19784,727,282.633,0,POWER,NOUNS,NOUN.ATTRIBUTE
backn,19766,724,282.376,0,,,
emoji,19584,721,279.776,0,,,
reading,19583,725,279.762,0,READING,NOUNS,NOUN.ACT
apple,19514,721,278.776,0,APPLE,NOUNS,NOUN.FOOD
ready,19479,726,278.276,0,READY,ADJECTIVES,ADJ.ALL
gon,19459,728,277.99,0,,,
character,19370,726,276.719,0,CHARACTER,NOUNS,NOUN.ATTRIBUTE
fire,19281,723,275.447,0,FIRE,NOUNS,NOUN.ACT
invite,19259,722,275.133,0,INVITE,NOUNS,NOUN.COMMUNICATION
hell,19201,726,274.304,0,HELL,NOUNS,NOUN.ACT
command,19164,723,273.776,0,COMMAND,NOUNS,NOUN.ATTRIBUTE
onen,19153,726,273.618,0,,,
timen,19110,729,273.004,0,,,
indeed,19091,725,272.733,0,INDEED,ADVERBS,ADV.ALL
annoying,19074,724,272.49,0,ANNOYING,ADJECTIVES,ADJ.ALL
stream,19064,718,272.347,0,STREAM,NOUNS,NOUN.ACT
trust,19000,728,271.433,0,TRUST,NOUNS,NOUN.ATTRIBUTE
sweet,18967,722,270.961,0,SWEET,ADJECTIVES,ADJ.ALL
except,18956,725,270.804,0,EXCEPT,VERBS,VERB.COGNITION
trap,18947,706,270.675,0,TRAP,NOUNS,NOUN.ACT
team,18935,723,270.504,0,TEAM,NOUNS,NOUN.GROUP
uw,18908,715,270.118,0,,,
anybody,18857,725,269.39,0,,,
boys,18850,724,269.29,0,,,
ate,18821,725,268.875,0,ATE,NOUNS,NOUN.PERSON
thx,18820,723,268.861,0,,,
trash,18776,720,268.232,0,TRASH,NOUNS,NOUN.ARTIFACT
boop,18680,632,266.861,0,,,
code,18661,723,266.589,0,CODE,NOUNS,NOUN.COMMUNICATION
